id,field_legacy_id,blog_name,source_type,source_term,rename_term,ignore_term,person,movie,tv,book,music,stage,web_series,video_game,taxonomy_genre,taxonomy_ew_franchise,taxonomy_franchise,taxonomy_event,taxonomy_freeform,taxonomy_category
1039,shelflife_2610877,shelflife,tag,"""Best American"" series",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,shelflife_64079,shelflife,tag,"""Chick lit?????""",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12434,insidemovies_1577026,insidemovies,tag,"""I'll be back!""",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12435,insidemovies_4092,insidemovies,tag,"""Men",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,musicmix_164091413,musicmix,tag,"""Show 'Em (What You're Made Of)""",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,popwatch_45809368,popwatch,tag,#IAMSORRY,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,popwatch_207108506,popwatch,tag,"#RichKids of Beverly Hills",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,popwatch_1515155,popwatch,tag,#TBT,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136,musicmix_221659394,musicmix,tag,#ThisCouldBeUsButYouPlayin,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9137,musicmix_372040,musicmix,tag,#willpower,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,popwatch_711100,popwatch,tag,#yolo,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12436,insidemovies_52519585,insidemovies,tag,"'80s delinquent B movies that foretell the future",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12437,insidemovies_11727047,insidemovies,tag,"'80s remakes",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9138,musicmix_47352,musicmix,tag,'90s,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38089,insidetv_39278,insidetv,tag,'Luck',,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36190,newsbriefs_805545,newsbriefs,tag,"'N Sync",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2689,popwatch_805545,popwatch,tag,"'N Sync",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2690,popwatch_5791229,popwatch,tag,"'The Sunshine Boys'",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,popwatch_47091574,popwatch,tag,"'Top Chef' Hidden Truffles",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40188,insidemovies_10193045,insidemovies,tag,"(500) Days of Summer","500 Days of Summer",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2692,popwatch_27536934,popwatch,tag,"(Give Me That) Old Time Religion",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,shelflife_29451399,shelflife,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42794,insidemovies_29451399,insidemovies,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42590,popwatch_29451399,popwatch,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42643,newsbriefs_29451399,newsbriefs,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42692,musicmix_29451399,musicmix,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42744,insidetv_29451399,insidetv,category,"- AD Tags (Package Headers)",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,popwatch_66020199,popwatch,category,"- AD: American Horror Story","American Horror Story",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42644,newsbriefs_66020199,newsbriefs,category,"- AD: American Horror Story","American Horror Story",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42745,insidetv_66020199,insidetv,category,"- AD: American Horror Story","American Horror Story",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,shelflife_23159990,shelflife,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42795,insidemovies_23159990,insidemovies,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42591,popwatch_23159990,popwatch,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42645,newsbriefs_23159990,newsbriefs,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42693,musicmix_23159990,musicmix,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42746,insidetv_23159990,insidetv,category,"- AD: American Idol","American Idol",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,shelflife_25669552,shelflife,category,"- AD: Behind the Scenes",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42592,popwatch_25669552,popwatch,category,"- AD: Behind the Scenes",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42646,newsbriefs_25669552,newsbriefs,category,"- AD: Behind the Scenes",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42694,musicmix_25669552,musicmix,category,"- AD: Behind the Scenes",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,shelflife_47865014,shelflife,category,"- AD: Best of Summer",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42796,insidemovies_47865014,insidemovies,category,"- AD: Best of Summer",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42647,newsbriefs_47865014,newsbriefs,category,"- AD: Best of Summer",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42695,musicmix_47865014,musicmix,category,"- AD: Best of Summer",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42747,insidetv_47865014,insidetv,category,"- AD: Best of Summer",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,shelflife_28487684,shelflife,category,"- AD: Best of the Decade",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42797,insidemovies_28487684,insidemovies,category,"- AD: Best of the Decade",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42593,popwatch_28487684,popwatch,category,"- AD: Best of the Decade",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42648,newsbriefs_28487684,newsbriefs,category,"- AD: Best of the Decade",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42696,musicmix_28487684,musicmix,category,"- AD: Best of the Decade",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,shelflife_47972581,shelflife,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42798,insidemovies_47972581,insidemovies,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42594,popwatch_47972581,popwatch,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42649,newsbriefs_47972581,newsbriefs,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42697,musicmix_47972581,musicmix,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42748,insidetv_47972581,insidetv,category,"- AD: Best of xxxx",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,shelflife_24214256,shelflife,category,"- AD: Best Worst",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42799,insidemovies_24214256,insidemovies,category,"- AD: Best Worst",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42650,newsbriefs_24214256,newsbriefs,category,"- AD: Best Worst",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42698,musicmix_24214256,musicmix,category,"- AD: Best Worst",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42749,insidetv_24214256,insidetv,category,"- AD: Best Worst",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,popwatch_40555104,popwatch,category,"- AD: Big Brother","Big Brother",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167,insidemovies_23159628,insidemovies,category,"- AD: Box Office",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42800,insidemovies_44228265,insidemovies,category,"- AD: Cast Reunions",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,popwatch_44228265,popwatch,category,"- AD: Cast Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42750,insidetv_44228265,insidetv,category,"- AD: Cast Reunions",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,popwatch_37111504,popwatch,category,"- AD: Characters",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42699,musicmix_37111504,musicmix,category,"- AD: Characters",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,shelflife_38975284,shelflife,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42801,insidemovies_38975284,insidemovies,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42595,popwatch_38975284,popwatch,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42651,newsbriefs_38975284,newsbriefs,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42700,musicmix_38975284,musicmix,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42751,insidetv_38975284,insidetv,category,"- AD: Comic-Con",Comic-Con,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42752,insidetv_34528704,insidetv,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,shelflife_34528704,shelflife,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42802,insidemovies_34528704,insidemovies,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42596,popwatch_34528704,popwatch,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42652,newsbriefs_34528704,newsbriefs,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42701,musicmix_34528704,musicmix,category,"- AD: Dancing With the Stars","Dancing With the Stars",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,insidetv_54795937,insidetv,category,"- AD: Deadliest Catch","Deadliest Catch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42753,insidetv_52967411,insidetv,category,"- AD: DO NOT USE - South by Southwest","South by Southwest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,shelflife_52967411,shelflife,category,"- AD: DO NOT USE - South by Southwest","South by Southwest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42803,insidemovies_52967411,insidemovies,category,"- AD: DO NOT USE - South by Southwest","South by Southwest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42653,newsbriefs_52967411,newsbriefs,category,"- AD: DO NOT USE - South by Southwest","South by Southwest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42702,musicmix_52967411,musicmix,category,"- AD: DO NOT USE - South by Southwest","South by Southwest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,musicmix_41339296,musicmix,category,"- AD: Dreamduets",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42754,insidetv_45836317,insidetv,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,shelflife_45836317,shelflife,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42804,insidemovies_45836317,insidemovies,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42597,popwatch_45836317,popwatch,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42654,newsbriefs_45836317,newsbriefs,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42703,musicmix_45836317,musicmix,category,"- AD: E for Everyone",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42755,insidetv_24840650,insidetv,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,shelflife_24840650,shelflife,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42805,insidemovies_24840650,insidemovies,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42598,popwatch_24840650,popwatch,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42655,newsbriefs_24840650,newsbriefs,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42704,musicmix_24840650,musicmix,category,"- AD: Emmys",Emmys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42756,insidetv_45396208,insidetv,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,shelflife_45396208,shelflife,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42806,insidemovies_45396208,insidemovies,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42599,popwatch_45396208,popwatch,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42656,newsbriefs_45396208,newsbriefs,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42705,musicmix_45396208,musicmix,category,"- AD: Entertainers of the Year","Entertainers of the Year",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,shelflife_23160081,shelflife,category,"- AD: EW University",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,popwatch_23160081,popwatch,category,"- AD: EW University",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42706,musicmix_23160081,musicmix,category,"- AD: EW University",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42757,insidetv_40819085,insidetv,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,shelflife_40819085,shelflife,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42807,insidemovies_40819085,insidemovies,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42601,popwatch_40819085,popwatch,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42657,newsbriefs_40819085,newsbriefs,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42707,musicmix_40819085,musicmix,category,"- AD: Fall Movies","Fall Movies",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42758,insidetv_47865038,insidetv,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,shelflife_47865038,shelflife,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42808,insidemovies_47865038,insidemovies,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42602,popwatch_47865038,popwatch,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42658,newsbriefs_47865038,newsbriefs,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42708,musicmix_47865038,musicmix,category,"- AD: Fall Music","Fall Music",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42759,insidetv_24840706,insidetv,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,shelflife_24840706,shelflife,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42809,insidemovies_24840706,insidemovies,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42603,popwatch_24840706,popwatch,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42659,newsbriefs_24840706,newsbriefs,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42709,musicmix_24840706,musicmix,category,"- AD: Fall TV","Fall TV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,newsbriefs_47865029,newsbriefs,category,"- AD: Father's Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42760,insidetv_52270282,insidetv,category,"- AD: Fatherâ€™s Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42810,insidemovies_52270282,insidemovies,category,"- AD: Fatherâ€™s Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42604,popwatch_52270282,popwatch,category,"- AD: Fatherâ€™s Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42710,musicmix_52270282,musicmix,category,"- AD: Fatherâ€™s Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,shelflife_52270282,shelflife,category,"- AD: Father’s Day","Father's Day",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42761,insidetv_47865110,insidetv,category,"- AD: Favorites &amp; Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,shelflife_47865110,shelflife,category,"- AD: Favorites &amp; Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42811,insidemovies_47865110,insidemovies,category,"- AD: Favorites &amp; Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42660,newsbriefs_47865110,newsbriefs,category,"- AD: Favorites &amp; Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42711,musicmix_47865110,musicmix,category,"- AD: Favorites &amp; Reunions",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42762,insidetv_36541226,insidetv,category,"- AD: First Look",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,shelflife_36541226,shelflife,category,"- AD: First Look",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42812,insidemovies_36541226,insidemovies,category,"- AD: First Look",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42605,popwatch_36541226,popwatch,category,"- AD: First Look",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42661,newsbriefs_36541226,newsbriefs,category,"- AD: First Look",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42712,musicmix_36541226,musicmix,category,"- AD: First Look",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42763,insidetv_53752979,insidetv,category,"- AD: Game of Thrones","Game of Thrones",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,shelflife_53752979,shelflife,category,"- AD: Game of Thrones","Game of Thrones",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42606,popwatch_53752979,popwatch,category,"- AD: Game of Thrones","Game of Thrones",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42662,newsbriefs_53752979,newsbriefs,category,"- AD: Game of Thrones","Game of Thrones",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42713,musicmix_53752979,musicmix,category,"- AD: Game of Thrones","Game of Thrones",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42764,insidetv_34527820,insidetv,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,shelflife_34527820,shelflife,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42813,insidemovies_34527820,insidemovies,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42607,popwatch_34527820,popwatch,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42663,newsbriefs_34527820,newsbriefs,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42714,musicmix_34527820,musicmix,category,"- AD: Glee",Glee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42765,insidetv_30096680,insidetv,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,shelflife_30096680,shelflife,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42814,insidemovies_30096680,insidemovies,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42608,popwatch_30096680,popwatch,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42664,newsbriefs_30096680,newsbriefs,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42715,musicmix_30096680,musicmix,category,"- AD: Golden Globe Awards","Golden Globe Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42766,insidetv_30487383,insidetv,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,shelflife_30487383,shelflife,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42815,insidemovies_30487383,insidemovies,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42609,popwatch_30487383,popwatch,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,insidetv_49658997,insidetv,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42665,newsbriefs_30487383,newsbriefs,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42716,musicmix_30487383,musicmix,category,"- AD: Grammys","Grammy Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42767,insidetv_43677951,insidetv,category,"- AD: Halloween Central",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42816,insidemovies_43677951,insidemovies,category,"- AD: Halloween Central",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42610,popwatch_43677951,popwatch,category,"- AD: Halloween Central",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42768,insidetv_45438946,insidetv,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,shelflife_45438946,shelflife,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42817,insidemovies_45438946,insidemovies,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42611,popwatch_45438946,popwatch,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42666,newsbriefs_45438946,newsbriefs,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42717,musicmix_45438946,musicmix,category,"- AD: Harry Potter","Harry Potter",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42769,insidetv_28670578,insidetv,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,shelflife_28670578,shelflife,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42818,insidemovies_28670578,insidemovies,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42612,popwatch_28670578,popwatch,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42667,newsbriefs_28670578,newsbriefs,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42718,musicmix_28670578,musicmix,category,"- AD: Holiday Gift Guide","Holiday Gift Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42770,insidetv_47865132,insidetv,category,"- AD: Horror &amp; Halloween",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,shelflife_47865132,shelflife,category,"- AD: Horror &amp; Halloween",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42819,insidemovies_47865132,insidemovies,category,"- AD: Horror &amp; Halloween",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42668,newsbriefs_47865132,newsbriefs,category,"- AD: Horror &amp; Halloween",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42719,musicmix_47865132,musicmix,category,"- AD: Horror &amp; Halloween",Halloween,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,shelflife_23160120,shelflife,category,"- AD: Lost",Lost,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42820,insidemovies_23160120,insidemovies,category,"- AD: Lost",Lost,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42613,popwatch_23160120,popwatch,category,"- AD: Lost",Lost,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42669,newsbriefs_23160120,newsbriefs,category,"- AD: Lost",Lost,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42720,musicmix_23160120,musicmix,category,"- AD: Lost",Lost,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42771,insidetv_35488390,insidetv,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,shelflife_35488390,shelflife,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42821,insidemovies_35488390,insidemovies,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42614,popwatch_35488390,popwatch,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42670,newsbriefs_35488390,newsbriefs,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42721,musicmix_35488390,musicmix,category,"- AD: Mother's Day","Mother's Day",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42822,insidemovies_57253434,insidemovies,category,"- AD: Movie Guide","Summer Movie Guide",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,popwatch_57253434,popwatch,category,"- AD: Movie Guide",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42772,insidetv_36951912,insidetv,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,shelflife_36951912,shelflife,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42823,insidemovies_36951912,insidemovies,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42615,popwatch_36951912,popwatch,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42671,newsbriefs_36951912,newsbriefs,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42722,musicmix_36951912,musicmix,category,"- AD: MTV Movie Awards","MTV Movie Awards",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
